LAMMPS data file via write_data, version 7 Aug 2019, timestep = 500238

500 atoms
2 atom types

0.0000000000000000e+00 2.0412414523193153e+01 xlo xhi
0.0000000000000000e+00 2.0412414523193153e+01 ylo yhi
-5.0000000000000000e+00 5.0000000000000000e+00 zlo zhi

Masses

1 1
2 1

Pair Coeffs # lj/cut

1 1 1
2 0.5 0.88

Atoms # atomic

463 1 7.4511452026894423e-02 1.4276407288056736e+00 0.0000000000000000e+00 0 1 0
231 1 1.1897615708403850e+00 9.3809566672320222e-01 0.0000000000000000e+00 1 1 0
402 1 6.1433029162613528e-01 2.4244627286812661e+00 0.0000000000000000e+00 1 1 0
292 1 2.1548729047323065e+00 1.2912209857523682e+00 0.0000000000000000e+00 1 2 0
85 1 2.2559315839627665e+00 2.4191970255940318e-01 0.0000000000000000e+00 0 1 0
70 1 1.4212325851091094e+00 2.8416376914721226e+00 0.0000000000000000e+00 1 1 0
96 2 1.4856067318861683e+00 1.8903666907824999e+00 0.0000000000000000e+00 1 1 0
239 2 2.9925320285112451e+00 8.5876152786523352e-01 0.0000000000000000e+00 0 1 0
222 1 3.8043254727400160e+00 6.7197783341182060e-01 0.0000000000000000e+00 0 1 0
266 1 3.0616264294465378e+00 1.7470338617171501e+00 0.0000000000000000e+00 0 1 0
54 2 3.8951109537584365e+00 1.4520674333735351e+00 0.0000000000000000e+00 0 0 0
211 1 3.9160882131228512e+00 2.3293235060753252e+00 0.0000000000000000e+00 -1 0 0
155 2 4.7259604384086691e+00 2.0926093294096568e+00 0.0000000000000000e+00 0 1 0
220 2 5.4868947541164204e+00 6.8054588681897443e-01 0.0000000000000000e+00 1 0 0
447 1 6.1188728348085606e+00 1.5536086474347792e+00 0.0000000000000000e+00 -1 0 0
308 1 4.8181953024028301e+00 1.2838123210182202e+00 0.0000000000000000e+00 0 1 0
63 1 6.2704191075818665e+00 5.7648675526625215e-01 0.0000000000000000e+00 0 0 0
197 2 6.6279226985177377e+00 2.0255709792987648e+01 0.0000000000000000e+00 1 1 0
341 1 7.3831756078485693e+00 1.6106174592718334e+00 0.0000000000000000e+00 0 1 0
354 2 7.8174111461247939e+00 1.0352642984235434e+00 0.0000000000000000e+00 0 0 0
491 1 8.4263996960357392e+00 1.8275439105829299e+00 0.0000000000000000e+00 1 1 0
394 2 7.0036212705441985e+00 8.0606384084986593e-01 0.0000000000000000e+00 0 0 0
90 1 9.4937687440741865e+00 1.5659153714931122e+00 0.0000000000000000e+00 0 0 0
193 1 8.6262710236114017e+00 8.3723448703214653e-01 0.0000000000000000e+00 1 0 0
203 1 7.4925667488371319e+00 2.1414967202902624e-01 0.0000000000000000e+00 0 0 0
114 2 9.9462850744848375e+00 2.3243803813680728e+00 0.0000000000000000e+00 1 1 0
269 1 1.0827745526598852e+01 1.0707442780854566e+00 0.0000000000000000e+00 0 0 0
432 1 1.0682686736481719e+01 2.0829525486475275e+00 0.0000000000000000e+00 1 0 0
126 1 1.0816358311267415e+01 1.1882163710271645e-01 0.0000000000000000e+00 0 1 0
312 1 9.9189987494692176e+00 7.2336575136707471e-01 0.0000000000000000e+00 -1 -1 0
56 2 1.1648817355871790e+01 3.2190266871974166e-01 0.0000000000000000e+00 0 0 0
44 1 1.2078120979000069e+01 1.0562210130891014e+00 0.0000000000000000e+00 0 0 0
483 1 1.2507743063775653e+01 1.8462973056530836e-02 0.0000000000000000e+00 1 0 0
406 1 1.3117212681731067e+01 9.0309900742066163e-01 0.0000000000000000e+00 0 1 0
61 1 1.2719533206610349e+01 1.9981070899407058e+00 0.0000000000000000e+00 -1 -1 0
465 1 1.1623594216264566e+01 1.9052102710947101e+00 0.0000000000000000e+00 -1 -1 0
