LAMMPS data file via write_data, version 7 Aug 2019, timestep = 195000000

500 atoms
2 atom types

0.0000000000000000e+00 2.0412414523193153e+01 xlo xhi
0.0000000000000000e+00 2.0412414523193153e+01 ylo yhi
-5.0000000000000000e+00 5.0000000000000000e+00 zlo zhi
0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 xy xz yz

Masses

1 1
2 1

Pair Coeffs # lj/cut

1 1 1
2 0.5 0.88

Atoms # atomic

67 1 4.7070349741362785e+00 9.2666932679093126e+00 0.0000000000000000e+00 -2 -12 0
190 1 1.2728371396286222e+00 8.5040099246750867e+00 0.0000000000000000e+00 -9 3 0
66 1 2.1088835787212865e+00 3.4413189896094019e+00 0.0000000000000000e+00 5 2 0
261 1 3.0707140413324292e+00 8.8360912133109810e+00 0.0000000000000000e+00 2 -2 0
491 1 3.8219126629705573e+00 7.5258374842199927e-01 0.0000000000000000e+00 5 -2 0
96 2 1.5288876967549330e+00 7.6365548674857608e+00 0.0000000000000000e+00 -2 1 0
384 1 1.6993499860932384e+00 2.4697913742088371e+00 0.0000000000000000e+00 5 -2 0
471 1 1.7022936651347904e+00 6.8275420807905995e-01 0.0000000000000000e+00 3 3 0
166 1 2.2924656669963426e+00 8.1413008974058929e+00 0.0000000000000000e+00 3 -7 0
231 1 4.0501712995743144e-01 3.7538591210979924e+00 0.0000000000000000e+00 -2 -2 0
97 2 2.2060540411312064e+00 9.0483847245863913e+00 0.0000000000000000e+00 11 -5 0
1 1 3.1985332122806760e+00 3.5214158921180849e+00 0.0000000000000000e+00 9 -8 0
124 1 3.4378448062673344e+00 2.4511257265948792e+00 0.0000000000000000e+00 0 -8 0
256 2 1.9544129112503827e+00 5.1180696374632930e+00 0.0000000000000000e+00 -2 13 0
490 1 1.9549334978757325e+00 5.9985146088965564e+00 0.0000000000000000e+00 6 -4 0
376 2 4.8343087780104259e+00 8.3782319618355388e+00 0.0000000000000000e+00 -2 2 0
