# LAMMPS data file written by Ovito 3.0.0-dev503
500 atoms
2 atom types
0.0 20.4124145232 xlo xhi
0.0 20.4124145232 ylo yhi
-5.0 5.0 zlo zhi

Masses

1 1.0
2 1.0

Atoms  # atomic

453 1 1.46532 9.09079 0.0
129 1 3.65332 4.65729 0.0
351 1 1.16515 5.20731 0.0
483 1 3.63061 1.45756 0.0
55 2 4.3418 3.2126 0.0
8 1 0.0634775 5.33206 0.0
319 2 0.365035 1.15645 0.0
324 1 2.78728 0.900201 0.0
76 2 3.51858 0.259306 0.0
77 2 0.943823 2.70598 0.0
321 1 3.67632 6.60958 0.0
163 1 1.00904 7.49987 0.0
481 1 2.47141 9.14786 0.0
103 1 1.76702 2.21281 0.0
115 2 3.35366 2.18093 0.0
386 1 0.943118 0.587233 0.0
109 1 1.81957 8.00863 0.0
472 1 2.13443 5.16123 0.0
143 1 4.38942 0.426454 0.0
211 1 0.811477 1.84851 0.0
112 1 2.68745 7.2211 0.0
317 2 1.04844 8.30122 0.0
482 1 1.7671 1.20617 0.0
30 1 1.78427 4.23887 0.0
61 1 3.54928 3.03861 0.0
141 1 3.6105 9.43855 0.0
228 1 1.6765 6.79249 0.0
452 1 4.59433 1.31654 0.0
86 1 4.32129 7.54096 0.0
73 1 3.44481 8.42141 0.0
223 1 2.7395 6.14529 0.0
255 2 2.54576 1.70353 0.0
193 1 0.111581 4.30646 0.0
93 1 0.564652 6.66511 0.0
122 1 4.35936 5.71241 0.0
80 2 0.640982 9.55837 0.0
416 2 1.78375 3.08327 0.0
411 1 2.71679 3.73279 0.0
400 2 0.886628 4.40266 0.0
439 2 0.128321 7.55861 0.0
216 2 4.53085 6.60207 0.0
238 2 3.65805 3.82535 0.0
448 1 0.983304 3.52724 0.0
365 1 2.66743 2.64 0.0
154 2 1.90269 5.92506 0.0
277 2 3.43848 5.46741 0.0
7 1 0.380766 8.65747 0.0
296 2 3.44397 7.40703 0.0
194 2 2.8243 4.7684 0.0
434 2 4.97032 1.9718 0.0
350 1 4.44074 4.0402 0.0
