0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
-0.009896028,-0.016788967,-0.018807238,-0.01605132,-0.00019057766,-0.008236291,-0.00054163387,-0.007336624,-0.005910259,-0.0040173293,-0.019451186,-0.0032456915,-0.014021059,-0.010930016,-0.010722612,-0.017792063,-0.014494358,-0.00385698,-0.003780726,-0.002164414,-0.016044164,-0.0075798407,-0.0018416038,-0.015271862,-0.01774134,-0.0029566947,-0.010228399,-0.0033708168,-0.015032028,-0.012058122,-0.019051509,-0.011333178,-0.009538603,-0.01730162,-0.0137203,-0.0026793836,-0.008039552,-0.019853216,-0.009532725,-0.013793831,-0.011221636,-0.0038845371,-0.00043903157,-0.009239031,-0.0034563567,-0.01608978,-0.0139842285,-0.020853179,0.18865417,-0.019093957,-0.007934386,-0.02136517,-0.0030529108,-0.016534226,-0.0073296144,-0.01338564,-0.017027779,-0.0030392783,-0.010127299,-0.009845065,-0.012159058,-0.013858123,-0.004542343,-0.0101194335
-0.027564382,-0.043697953,-0.05862258,-0.047292564,-0.031121222,-0.026293665,-0.023043217,-0.012960994,-0.0082396185,-0.012161139,-0.046259955,-0.047458667,-0.032683518,-0.052894227,-0.062302362,-0.04487617,-0.03658201,0.38817587,-0.029007182,-0.018095516,-0.047071327,-0.0007649109,-0.029953541,-0.0531715,-0.043695234,0.2861199,-0.0582989,-0.0074381405,-0.034991533,-0.032708045,-0.09500035,-0.04243555,-0.01615672,-0.04387659,-0.035570454,-0.018118205,-0.018912805,-0.0971893,-0.040940445,-0.03278908,-0.025889149,-0.025703184,-0.026609566,-0.067478634,-0.026755769,-0.036875892,-0.042475328,-0.046646155,-0.02605219,-0.038468625,-0.05652225,-0.028338222,-0.021456655,-0.081509255,-0.04248309,-0.07379153,-0.042590737,-0.02174586,-0.021676831,-0.03404179,-0.057312854,-0.032808125,-0.020671811,-0.03168787
1.5786115,-0.011555407,0.71961457,-0.024538219,-0.04120107,-0.037866194,-0.029461062,2.5195289,-0.012745529,-0.010523392,-0.00030070895,-0.08062124,-0.036757328,-0.088481605,-0.11868467,-0.056779798,-0.0028578783,-6.267847e-05,-0.060407933,-0.016373621,1.0714582,-0.0050157276,-0.028192922,-0.05219891,1.101814,2.463957,-0.092131734,-0.01121545,-0.0015915539,-0.010658501,-0.14724302,-0.06816734,2.856741,-0.054582067,-0.026838321,-0.018632632,-0.0053867297,-0.15369338,-0.060333557,0.04888786,0.19934674,-0.030678451,-0.03377562,-0.10251432,-0.002326334,-0.012772818,-0.012317209,-0.011516754,-0.014377837,1.4252899,-0.10180528,4.1914477,-0.04315174,-0.128629,-0.08345465,-0.12435522,-0.0036474743,-0.043936882,2.2478113,-0.04840516,-0.08617028,-0.001512799,-0.07856675,-0.082575746
4.778456,2.7490244,7.005865,-0.000342215,-0.023237411,-0.04036541,-0.018905008,4.2026114,-0.010659121,-0.016018718,3.3598652,-0.082232274,-0.03254151,-0.09131991,-0.12713653,-0.056393847,3.656839,-0.006973438,-0.06683613,0.34120497,6.0589333,-0.008722094,-0.013715916,-0.038169432,6.2855115,3.1409798,-0.093220554,-0.009076621,2.8506887,1.1866862,-0.14159837,-0.06978583,5.2128205,-0.05384016,-0.01637351,-0.008493977,0.6634017,-0.15267327,-0.056362666,3.1092126,2.9021056,-0.018819518,-0.02310635,-0.095605336,2.1657815,0.38902313,2.0031564,1.3626362,0.60694903,4.9742265,-0.099723846,8.266721,-0.04971801,-0.13106667,-0.08845871,-0.12980983,2.8203108,-0.051913965,4.518934,-0.04374122,-0.08452136,2.767111,-0.09933524,-0.10005615
1.8904063,0.47968197,2.356841,-0.0077683274,-0.015367235,-0.024119925,-0.012654535,2.008387,-0.0086472705,-0.006942145,0.924424,-0.045172866,-0.020500166,-0.05199138,-0.06997642,-0.03386205,0.8081526,-0.0036867736,-0.036580063,-0.0033889466,2.1917422,-0.0061042313,-0.009587369,-0.02642895,2.1882248,1.6850641,-0.052218225,-0.0056166654,0.72668004,-0.00046956557,-0.08348461,-0.040233772,2.337574,-0.032178063,-0.012038846,-0.0067812977,-0.00011052031,-0.08776628,-0.032318983,1.0370164,0.80875146,-0.013957443,-0.013802055,-0.05471373,0.97349256,-0.0033824414,0.2720276,0.07806383,0.16574301,1.683959,-0.057649855,3.3106978,-0.02470751,-0.07383169,-0.049311858,-0.073029496,0.68131065,-0.026872192,2.1765091,-0.02728445,-0.048628073,0.656274,-0.052503813,-0.054364603
2.4569535,1.0931896,3.5382154,-0.004234883,-0.013288269,-0.024548152,-0.010715766,2.2842898,-0.008532451,-0.008611505,1.5456603,-0.04709311,-0.020357968,-0.054115523,-0.07281411,-0.03503577,1.5178303,-0.0054262797,-0.039201844,0.02748628,3.113972,-0.006374942,-0.007490384,-0.024258165,3.0517645,1.8485371,-0.054327104,-0.0060408837,1.2562982,0.3421084,-0.084399536,-0.041586123,2.7736685,-0.032903943,-0.011440211,-0.00434916,0.18952182,-0.089082696,-0.032229852,1.5660726,1.3295435,-0.012758643,-0.0126098925,-0.054917857,1.4053676,-0.00010685854,0.8957858,0.47341427,0.48563176,2.3234992,-0.058870845,4.065953,-0.027344732,-0.0759197,-0.051525414,-0.074908525,1.2502989,-0.029220246,2.5847163,-0.026495468,-0.049226217,1.2239794,-0.057361826,-0.058692686
0.66173613,-0.004539745,0.47472715,-0.012240504,-0.0123176975,-0.017815752,-0.0090334155,1.0328053,-0.008145565,-0.004556025,-0.0011891488,-0.030446405,-0.017182725,-0.036969844,-0.04743635,-0.026478436,-0.0025725837,-0.0029265939,-0.024488248,-0.0052944175,0.50227857,-0.00533298,-0.007363955,-0.023004254,0.4951763,1.0972015,-0.036533084,-0.0045967656,-0.002387758,-0.0056201615,-0.061274566,-0.028536916,1.1049606,-0.024899237,-0.010720289,-0.006109497,-0.003301027,-0.06226618,-0.022069875,0.12245619,-0.0007123657,-0.011924825,-0.010220849,-0.03873749,0.4203192,-0.0074662673,-0.0050135427,-0.0061632656,-0.0001855671,0.294887,-0.040618043,1.1900451,-0.015322218,-0.052019164,-0.03384216,-0.050617922,-0.002651605,-0.017734438,1.1042553,-0.020601097,-0.03481973,-0.0015491801,-0.033600822,-0.0364024
1.697943,0.73937243,3.1125417,-0.007151525,-0.012678702,-0.018514019,-0.0059500067,1.6208291,-0.009596196,-0.009268829,1.1923769,-0.038549535,-0.016213259,-0.045527082,-0.05704697,-0.032711443,0.9999969,-0.007935096,-0.033139165,0.24059701,2.2601585,-0.005415059,-0.0027121103,-0.02208893,2.2145643,1.6329576,-0.045725234,-0.006465642,0.74570185,0.27638984,-0.06923319,-0.034651008,1.9332601,-0.028482467,-0.011875951,-0.0009243116,0.10216141,-0.07049279,-0.024844296,1.1447684,1.1509889,-0.010377711,-0.010224074,-0.0399053,1.5390017,-0.0025300675,0.6124952,0.027206264,0.71194893,1.5731869,-0.04690098,2.8316255,-0.023154072,-0.060062993,-0.03924778,-0.05920726,0.88048124,-0.023818666,2.059821,-0.019341195,-0.036036983,1.0593168,-0.048505016,-0.04808026
1.8972943,0.21835771,2.0855665,-0.011153848,-0.020634705,-0.026850155,-0.016206287,2.166367,-0.008955916,-0.0076974323,0.78999376,-0.053327516,-0.02467144,-0.059951667,-0.0818227,-0.038338292,0.62530917,-0.0030677025,-0.041864146,-0.006140744,2.1266866,-0.0056297174,-0.013944594,-0.030772507,1.9762597,1.8941381,-0.06151409,-0.0070680734,0.52955127,-0.002013038,-0.09778641,-0.046370987,2.5081735,-0.03692729,-0.01631468,-0.009424456,-0.000975821,-0.101977825,-0.037279453,0.86670685,0.6883185,-0.018641585,-0.017711524,-0.064997144,0.7692178,-0.0043062735,0.0941779,-0.0013249884,-0.001602366,1.7315127,-0.068312794,3.673192,-0.029783957,-0.085396215,-0.057498176,-0.08364914,0.52809554,-0.031324863,2.186599,-0.03193886,-0.056861967,0.54203343,-0.058973562,-0.061332185
0.34451532,-0.023881054,-0.022989655,-0.03693751,-0.053500567,-0.029496355,-0.027349228,0.9389906,-0.018316342,-0.012905186,-0.019221118,-0.071331754,-0.041082613,-0.081484176,-0.10390735,-0.0608933,-0.021113437,0.5980673,-0.060927834,-0.022368893,-0.014425679,0.25063,-0.03572505,-0.055114467,-0.009505391,1.0089139,-0.088452995,-0.014602023,-0.020163463,-0.018339097,-0.13906308,-0.064493954,1.5618328,-0.052104678,-0.03003876,-0.017540531,-0.017809859,-0.15050922,-0.059881043,-0.013454659,-0.008200241,-0.034844503,-0.039250705,-0.1014859,-0.017983003,-0.023929674,-0.02660139,-0.034490533,-0.025257172,-0.008043681,-0.091095954,1.3504277,-0.03672517,-0.12678137,-0.082522884,-0.112614274,-0.018729968,-0.035228252,1.3238826,-0.044666935,-0.0862107,-0.016671216,-0.05054995,-0.06024788
