Pos_Score,Neg_Score,ROC_Score,Conf_00,Conf_01,Conf_10,Conf_11
0.3316883146762848,0.010572000406682491,0.8434903047091413,15,23,3,15
0.861855149269104,-0.07288186252117157,0.9963476990504017,30,7,0,30
0.8735213875770569,-0.0022445805370807648,0.9737654320987654,28,8,2,28
0.7906907200813293,-0.04231470078229904,0.8898891966759002,28,10,6,28
0.9384332895278931,0.16621935367584229,0.8590211833455077,22,15,0,22
0.7187191843986511,0.026624325662851334,0.8875739644970414,28,11,2,28
0.773751974105835,0.08800806850194931,0.9134349030470914,26,12,1,26
0.5859695672988892,0.054360516369342804,0.8483379501385042,25,13,5,25
0.8937841653823853,-0.0068366737104952335,0.9605263157894737,31,7,0,31
0.6667193174362183,0.2623373568058014,0.7861224489795919,17,18,5,17
0.8058193922042847,-0.0176584143191576,0.980276134122288,25,14,0,25
0.8467883467674255,-0.08121820539236069,0.9493754109138725,34,5,3,34
0.803760826587677,-0.09515555948019028,0.9181884587289993,27,10,4,27
0.6811038255691528,0.20115125179290771,0.85625,26,14,10,26
0.9409112930297852,-0.04278487339615822,0.9684418145956608,33,6,0,33
0.7833612561225891,0.041310474276542664,0.9422936449963477,23,14,1,23
0.7955286502838135,-0.0031019318848848343,0.9813019390581716,24,14,0,24
0.8897088170051575,0.01615656167268753,0.9760802469135802,31,5,0,31
0.8396860361099243,0.3450949490070343,0.8538781163434903,14,24,1,14
0.6627474427223206,-0.006880810484290123,0.9544753086419753,21,15,0,21
0.7327979207038879,-0.002617062069475651,0.9575617283950617,18,18,0,18
0.8224332928657532,0.055197104811668396,0.9658119658119657,24,15,1,24
0.5184985399246216,-0.022273246198892593,0.9612499999999999,33,7,2,33
0.9372833371162415,-0.01427281554788351,0.9940828402366864,33,6,0,33
0.9711511731147766,-0.05688466504216194,0.9944598337950139,29,9,0,29
0.7638333439826965,0.027656665071845055,0.8991964937910886,25,12,3,25
0.5308188796043396,0.1160668209195137,0.7770083102493075,24,14,7,24
0.6145471334457397,-0.08056047558784485,0.8889700511322134,22,15,0,22
0.6043794751167297,0.14233118295669556,0.8385682980277575,25,12,3,25
0.9380402565002441,-0.0822167843580246,0.9764542936288089,32,6,1,32
0.4323653280735016,0.1228039562702179,0.7384952520087655,21,16,12,21
0.8738992810249329,0.05307067558169365,0.9725,19,21,1,19
0.9320017099380493,-0.07712643593549728,0.9993074792243768,35,3,0,35
0.8719228506088257,0.259970486164093,0.9445983379501385,16,22,0,16
0.6640454530715942,0.10995008796453476,0.8137326515704895,25,12,4,25
0.781760036945343,0.10412920266389847,0.9480968858131488,22,12,0,22
0.8930152654647827,-0.05340176820755005,0.9743589743589743,32,7,2,32
0.3116829991340637,0.0540282316505909,0.7845142439737034,27,10,19,27
0.09203827381134033,0.03156612068414688,0.5706771860618014,23,16,27,23
0.8523052930831909,0.006714620161801577,0.9846603360116875,23,14,0,23
0.9084202647209167,0.1674598902463913,0.9529320987654321,23,13,0,23
0.8770052790641785,0.008191689848899841,0.981008035062089,24,13,0,24
0.7441475987434387,-0.05908843129873276,0.9750164365548981,24,15,0,24
0.9194391369819641,-0.04228656738996506,0.9868517165814463,28,9,2,28
0.14585651457309723,0.10535816848278046,0.49,23,17,31,23
0.96053147315979,-0.03570619598031044,0.97954711468225,29,8,1,29
0.8997968435287476,0.007555385120213032,0.9846603360116873,32,5,0,32
0.49519822001457214,0.089284248650074,0.8185404339250493,23,16,3,23
0.5857496857643127,0.13143621385097504,0.8622589531680441,12,21,1,12
0.2602323591709137,0.04388020932674408,0.7214506172839507,25,11,10,25
0.4018024802207947,0.04388388246297836,0.547008547008547,27,12,19,27
0.8647735714912415,0.037201620638370514,1.0,26,14,0,26
0.8134164810180664,-0.006804400123655796,0.9926953981008035,28,9,0,28
0.9629624485969543,0.04108833894133568,0.9945987654320987,29,7,0,29
0.956232488155365,-0.07187562435865402,0.9750692520775625,34,4,1,34
0.32813578844070435,0.022188251838088036,0.5831024930747922,25,13,20,25
0.11235160380601883,0.05352693423628807,0.6905864197530864,22,14,8,22
0.8653262257575989,0.07934337109327316,0.9826869806094183,17,21,0,17
0.8650652170181274,0.050952982157468796,0.935625,31,9,0,31
0.881086528301239,-0.11557003110647202,0.9452908587257618,32,6,3,32
0.8282060027122498,0.25589719414711,0.8531775018261505,20,17,0,20
0.6908663511276245,0.18919456005096436,0.7794010226442659,22,15,6,22
0.1403791457414627,0.022844167426228523,0.50625,23,17,19,23
0.9805982708930969,-0.026227129623293877,0.9986149584487535,30,8,0,30
0.44706133008003235,0.010491156950592995,0.8422205989773558,16,21,2,16
0.5262957811355591,0.09367441385984421,0.8933528122717311,23,14,1,23
0.7926271557807922,0.33926212787628174,0.8251150558842867,18,21,1,18
0.7026187777519226,0.13362926244735718,0.8698060941828255,12,26,3,12
0.63700932264328,0.08409781008958817,0.9066403681788298,30,9,11,30
0.28029704093933105,0.04715288057923317,0.615625,16,24,16,16
0.9546008706092834,-0.06353004276752472,0.995617238860482,32,5,0,32
0.9608036875724792,-0.0688573345541954,0.9980276134122288,35,4,0,35
0.8688408136367798,0.046817436814308167,0.9224194608809994,28,11,3,28
0.17348971962928772,0.02245198003947735,0.6662049861495845,24,14,23,24
0.6082774996757507,-0.11269166320562363,0.9016620498614958,31,7,2,31
0.8815329670906067,-0.08022323250770569,1.0,28,10,0,28
