0,1,2,3,4,5,6,7
1.0,3.19853,3.5214199999999996,0.0,-4.18926,-0.215718,-0.33064099999999996,0.0
1.0,14.6099,12.3574,0.0,-3.7223,0.0313094,0.0373049,0.0
1.0,17.6483,8.180589999999999,0.0,-3.9693400000000003,0.220675,-0.307291,0.0
1.0,14.0634,1.9506700000000001,0.0,-3.6446400000000003,-0.308163,0.198034,0.0
1.0,8.885069999999999,3.0189999999999997,0.0,-3.62954,-0.0722415,-0.0462714,0.0
1.0,8.56663,1.9106400000000001,0.0,-4.235609999999999,-0.45915100000000003,-0.0177321,0.0
1.0,7.076239999999999,3.4614,0.0,-3.5844199999999997,-0.119649,0.17263299999999998,0.0
1.0,6.852,1.31675,0.0,-4.07705,0.0423336,0.26203899999999997,0.0
1.0,10.8043,3.99811,0.0,-3.97555,0.0742273,-0.219297,0.0
1.0,19.3638,11.3072,0.0,-3.87615,0.103992,-0.18917799999999999,0.0
1.0,11.6114,14.7483,0.0,-4.1444,-0.0855682,-0.238724,0.0
1.0,10.2322,2.38587,0.0,-4.14538,-0.0368444,0.363207,0.0
1.0,1.7160900000000001,17.8713,0.0,-4.19501,-0.643949,0.141779,0.0
2.0,8.76936,19.2686,0.0,-3.44253,0.127142,0.317234,0.0
2.0,18.5173,5.37922,0.0,-3.22515,-0.5507529999999999,-0.406116,0.0
2.0,16.1094,17.0552,0.0,-3.34692,0.20713600000000001,0.130973,0.0
2.0,14.0536,11.6839,0.0,-3.2687,0.296052,0.067365,0.0
2.0,15.3291,7.599819999999999,0.0,-3.95811,0.036491,0.0357453,0.0
2.0,18.4198,9.94851,0.0,-3.69288,0.0127162,-0.0630673,0.0
2.0,10.0476,7.528510000000001,0.0,-3.3480199999999996,0.394094,-0.15796500000000002,0.0
1.0,7.8343,10.0401,0.0,-3.97802,0.23507399999999998,0.040662699999999996,0.0
1.0,15.35,16.6715,0.0,-4.78578,0.0711305,-0.00623766,0.0
1.0,2.74838,0.862294,0.0,-3.73584,-0.08854719999999999,-0.468103,0.0
1.0,8.14873,15.1456,0.0,-3.67741,0.0963757,0.16070299999999998,0.0
1.0,17.7446,2.92041,0.0,-4.59727,0.022368700000000002,-0.195635,0.0
1.0,18.7141,18.4744,0.0,-4.15094,-0.294072,0.327401,0.0
1.0,0.908538,19.477,0.0,-4.4825099999999996,-0.0454074,0.20941700000000002,0.0
1.0,8.14839,7.46174,0.0,-3.72624,-0.0935715,-0.314025,0.0
1.0,19.2519,10.2072,0.0,-3.51729,0.526338,-0.102128,0.0
1.0,12.7161,3.6212699999999995,0.0,-4.60977,-0.293161,-0.0768216,0.0
1.0,1.2374399999999999,6.73175,0.0,-3.3719300000000003,-0.0331806,-0.024225,0.0
1.0,12.7301,17.1636,0.0,-4.39922,0.313157,0.29059,0.0
1.0,13.9881,5.6933,0.0,-3.4832199999999998,-0.10349000000000001,0.08363949999999999,0.0
2.0,17.2147,11.102,0.0,-3.39684,0.018097099999999998,-0.09500610000000001,0.0
2.0,2.76306,6.34399,0.0,-3.9632699999999996,0.12109,0.171599,0.0
2.0,8.65629,4.81975,0.0,-3.5124800000000005,-0.125748,0.121218,0.0
2.0,13.2124,1.6934,0.0,-3.9387,0.192668,0.14537,0.0
2.0,20.121,7.536739999999999,0.0,-3.91476,-0.0542552,-0.06453640000000001,0.0
2.0,13.1237,0.259488,0.0,-3.71054,-0.0433269,-0.028847,0.0
2.0,14.5466,10.3296,0.0,-3.7962599999999997,0.015934,-0.0430074,0.0
1.0,5.07558,10.2972,0.0,-3.9239699999999997,0.0467906,-0.0913868,0.0
1.0,10.1666,14.4705,0.0,-4.05395,0.401579,-0.45388500000000004,0.0
1.0,9.87669,11.8078,0.0,-4.48449,0.209759,-0.140378,0.0
1.0,6.19567,17.1619,0.0,-3.8749300000000004,0.29901500000000003,-0.017000900000000003,0.0
1.0,9.06125,20.1785,0.0,-4.87178,0.0330125,0.233396,0.0
1.0,11.6227,3.3157300000000003,0.0,-4.1037300000000005,-0.24219899999999997,0.0858066,0.0
1.0,15.8602,8.32675,0.0,-3.6261699999999997,-0.197634,-0.0219486,0.0
1.0,1.42601,4.31355,0.0,-4.5199,-0.16744900000000001,-0.0963173,0.0
1.0,5.24038,3.8193300000000003,0.0,-3.26994,0.140925,0.470833,0.0
1.0,0.696492,11.0745,0.0,-4.48716,-0.24011,0.40683600000000003,0.0
1.0,17.02,0.17560699999999999,0.0,-3.8706099999999997,-0.0720272,0.0872684,0.0
1.0,11.103,16.3738,0.0,-4.24479,0.107188,0.09767200000000001,0.0
1.0,12.057,7.4610199999999995,0.0,-4.39887,0.10758699999999999,-0.165321,0.0
2.0,8.690660000000001,16.5489,0.0,-3.3326,0.149007,0.0207236,0.0
2.0,16.0662,3.6457599999999997,0.0,-3.46711,0.0831219,-0.21197600000000003,0.0
2.0,14.4411,0.389916,0.0,-3.4166,-0.0291192,-0.13034300000000001,0.0
2.0,19.8669,16.9306,0.0,-3.8990199999999997,-0.05588049999999999,0.0717765,0.0
2.0,17.1417,12.3772,0.0,-3.4077800000000003,-0.194772,0.41443,0.0
2.0,18.52,8.22388,0.0,-3.34994,0.159722,0.253715,0.0
2.0,16.7709,0.9882850000000001,0.0,-3.35057,-0.280377,0.19760899999999998,0.0
1.0,8.0895,3.83835,0.0,-3.3097800000000004,-0.33203,0.274278,0.0
1.0,3.2976099999999997,7.10297,0.0,-3.8432699999999995,0.718162,-0.474419,0.0
1.0,13.8472,20.1492,0.0,-4.88896,-0.405331,0.061160900000000004,0.0
1.0,5.14006,13.9079,0.0,-4.12154,0.198497,0.32156799999999996,0.0
1.0,0.680457,2.73927,0.0,-3.6586199999999995,-0.246002,-0.0664585,0.0
1.0,2.10888,3.4413199999999997,0.0,-3.76915,0.24024299999999998,0.48761099999999996,0.0
1.0,4.7070300000000005,9.266689999999999,0.0,-4.49934,-0.45738100000000004,-0.0494116,0.0
1.0,18.6343,14.4137,0.0,-4.19895,-0.0350414,0.0153311,0.0
1.0,-0.0458365,5.62573,0.0,-3.7492,0.195028,0.0976303,0.0
1.0,3.9193300000000004,5.08635,0.0,-3.61741,-0.27809,0.146121,0.0
1.0,2.41257,17.0453,0.0,-4.34807,0.148405,-0.0699941,0.0
1.0,1.97228,15.2916,0.0,-3.85169,0.121924,-0.21885300000000002,0.0
1.0,2.45593,14.3359,0.0,-3.9364800000000004,0.279409,0.0174787,0.0
2.0,11.2481,0.37308,0.0,-3.34142,-0.0410175,-0.0211712,0.0
2.0,11.3757,11.2443,0.0,-3.28229,0.297193,-0.43353500000000006,0.0
2.0,15.0831,14.1845,0.0,-3.31149,0.15087,0.35131100000000004,0.0
2.0,4.53883,19.0663,0.0,-3.2301900000000003,0.150816,0.0784729,0.0
2.0,10.8434,18.3036,0.0,-3.5977900000000003,-0.150673,-0.08956010000000002,0.0
2.0,5.1915,2.97571,0.0,-3.0358,0.121145,0.11715,0.0
2.0,20.2206,11.093,0.0,-3.17139,-0.283342,0.1013,0.0
1.0,0.776452,18.3903,0.0,-4.2262699999999995,0.39471300000000004,-0.055814300000000004,0.0
1.0,1.08521,15.819,0.0,-3.6305199999999997,-0.15876600000000002,-0.110746,0.0
1.0,17.1991,15.3834,0.0,-4.46805,0.225977,-0.165211,0.0
1.0,3.5339099999999997,17.4796,0.0,-4.40642,0.0675816,0.19556800000000002,0.0
1.0,14.3001,14.5561,0.0,-4.00748,-0.0882401,0.168932,0.0
1.0,4.81522,0.5050479999999999,0.0,-3.8197900000000002,-0.125675,-0.330944,0.0
