Pos_Score,Neg_Score,ROC_Score,Conf_00,Conf_01,Conf_10,Conf_11
0.3832094967365265,-0.012373617850244045,0.8621883656509696,20,18,4,20
0.8553247451782227,-0.08668848872184753,0.9992695398100804,28,9,0,28
0.9000873565673828,0.09102380275726318,0.9743767313019391,25,13,0,25
0.9376965761184692,-0.04685170203447342,0.9796186719263642,32,7,1,32
0.9131471514701843,0.1612740010023117,0.8860482103725347,24,13,1,24
0.8035874366760254,0.09198024123907089,0.8816326530612244,21,14,3,21
0.7829468250274658,0.24540835618972778,0.8256172839506173,19,17,3,19
0.5569469332695007,0.0656527504324913,0.7961867192636424,27,12,10,27
0.9794027805328369,0.017942972481250763,0.9776234567901234,25,11,0,25
0.5146155953407288,0.1502467542886734,0.793628808864266,21,17,4,21
0.7673557996749878,0.01789606176316738,0.9631821170282708,20,19,0,20
0.9586251974105835,0.09837470203638077,0.9619113573407202,27,11,0,27
0.897119402885437,0.013061171397566795,0.946875,26,14,2,26
0.7740083336830139,0.08353053033351898,0.9000657462195923,28,11,6,28
0.983176052570343,-0.09309645742177963,0.9944598337950139,34,4,0,34
0.9222093224525452,-0.061995282769203186,0.9984567901234568,27,9,0,27
0.7135953903198242,0.03896978124976158,0.9658119658119659,23,16,0,23
0.87323397397995,-0.04424150660634041,0.9941563184806428,31,6,0,31
0.7105133533477783,0.06974916160106659,0.9119000657462195,29,10,4,29
0.7238466143608093,0.05933264642953873,0.9542936288088644,18,20,0,18
0.6642947793006897,0.025875922292470932,0.9191321499013807,22,17,0,22
0.8330653309822083,-0.02100219950079918,0.9918367346938775,24,11,0,24
0.568544864654541,0.013224752619862556,0.9515235457063712,28,10,0,28
0.9545173645019531,-0.007752921897917986,1.0,32,6,0,32
0.9966422319412231,-0.08694951981306076,1.0,28,8,0,28
0.44932398200035095,0.05196273699402809,0.7186061801446417,22,17,11,22
0.651637613773346,0.07721307128667831,0.8746537396121884,28,10,2,28
0.5071409940719604,-0.04016817733645439,0.8518005540166204,22,16,4,22
0.41833290457725525,0.1859588623046875,0.6973684210526315,21,17,10,21
0.9494178295135498,-0.0038275839760899544,0.9780861943024106,26,11,1,26
0.593870997428894,0.16589556634426117,0.8759183673469387,20,15,4,20
0.838263213634491,0.11784099787473679,0.9237343852728468,15,24,0,15
0.9434895515441895,-0.03333473205566406,0.9847645429362881,32,6,0,32
0.7421061396598816,0.17143577337265015,0.9065010956902849,18,19,2,18
0.6071694493293762,0.1309424638748169,0.7500000000000002,24,12,7,24
0.8124573826789856,0.24774980545043945,0.8767313019390581,21,17,0,21
0.898638904094696,-0.04786910489201546,0.9722991689750692,28,10,2,28
0.5575477480888367,0.005375309381633997,0.9567474048442907,28,6,5,28
0.34679117798805237,0.037890832871198654,0.6489197530864197,23,13,17,23
0.8055818676948547,0.04142983630299568,0.973125,22,18,0,22
0.8558194041252136,0.12493723630905151,0.9355102040816325,21,14,1,21
0.7932361960411072,-0.013183524832129478,0.9923822714681441,23,15,0,23
0.7511005997657776,-0.043610360473394394,0.9934253780407626,24,15,0,24
0.9779964685440063,-0.012590091675519943,0.9965397923875432,29,5,0,29
0.43967509269714355,0.23804709315299988,0.6987534626038782,18,20,15,18
0.9530810117721558,-0.01629694737493992,0.9944598337950138,30,8,0,30
0.9134683609008789,-0.022194642573595047,0.9918750000000001,37,3,0,37
0.4456343948841095,0.13455553352832794,0.7698882314266929,23,16,12,23
0.4695187211036682,0.1904587745666504,0.7306094182825484,16,22,4,16
0.3302573263645172,0.05182114616036415,0.7969320672023373,23,14,8,23
0.5995352268218994,-0.04892631620168686,0.7888970051132214,27,10,12,27
0.8708291053771973,-0.0038312776014208794,0.997229916897507,27,11,0,27
0.8626192808151245,-0.07097785919904709,1.0,34,5,0,34
0.9598016142845154,0.023506855592131615,0.9973701512163051,33,6,0,33
0.9971833825111389,-0.061894819140434265,0.9986850756081525,33,6,0,33
0.4548046588897705,-0.17206227779388428,0.7595155709342561,30,4,15,30
0.19398503005504608,0.06871510297060013,0.7146614069690993,24,15,0,24
0.7883116602897644,0.14948052167892456,0.9086127547666009,15,24,1,15
0.8073824644088745,0.08956529945135117,0.9238227146814405,28,10,2,28
0.8856932520866394,-0.07249875366687775,0.9677843523997369,29,10,2,29
0.8230222463607788,0.06250040233135223,0.9152666179693207,28,9,1,28
0.851326584815979,0.24274449050426483,0.8836565096952909,21,17,1,21
0.07392198592424393,-0.008373421616852283,0.3739612188365651,33,5,27,33
0.9816116690635681,-0.05547485873103142,1.0,32,6,0,32
0.42980194091796875,0.007932037115097046,0.9002770083102493,18,20,1,18
0.4042224884033203,0.029666295275092125,0.8531775018261505,26,11,8,26
0.867421567440033,0.18811681866645813,0.9104938271604939,20,16,0,20
0.6336005330085754,0.05274130403995514,0.8611111111111112,20,16,4,20
0.4905814230442047,-0.046984486281871796,0.9006574141709277,31,6,15,31
0.29855474829673767,0.03622548654675484,0.6206443129520053,17,22,10,17
0.8682272434234619,-0.03351343423128128,0.9592373438527285,29,10,1,29
0.8839632272720337,0.023698875680565834,0.9404081632653061,26,9,2,26
0.9925850033760071,-0.08256667852401733,1.0,33,6,0,33
0.47036013007164,0.05433191359043121,0.7812244897959183,20,15,9,20
0.5969647765159607,-0.13744798302650452,0.9513477975016437,31,8,0,31
0.8624329566955566,-0.0803036019206047,0.9916897506925207,31,7,0,31
0.9337344765663147,0.08554606884717941,0.9322813938198554,28,11,1,28
0.7628881335258484,0.17854781448841095,0.8948137326515705,22,15,3,22
0.5739495158195496,0.26727208495140076,0.7435897435897436,19,20,6,19
0.19125178456306458,0.028106799349188805,0.6599722991689752,15,23,12,15
0.8628112077713013,-0.04611585661768913,0.9488677867056245,31,6,2,31
0.6287569403648376,0.045753348618745804,0.7922437673130194,27,11,7,27
0.8973267078399658,0.014954890124499798,0.966820987654321,25,11,1,25
0.9242478609085083,-0.06321185827255249,0.9875082182774491,32,7,2,32
0.7476354241371155,-0.2090531289577484,0.9930795847750865,32,2,0,32
0.38032254576683044,0.006864054594188929,0.8587257617728532,30,8,13,30
0.472889244556427,0.07834483683109283,0.858290723155588,21,16,8,21
0.5163757801055908,0.04901568964123726,0.7495069033530571,29,10,8,29
0.9904184341430664,0.030041206628084183,0.99,31,9,0,31
0.6830956935882568,0.029424147680401802,0.9182098765432098,26,10,3,26
0.7660199999809265,-0.05188823863863945,0.9773557341124909,25,12,0,25
0.8967858552932739,-0.024998251348733902,0.9646814404432132,32,6,1,32
0.046028029173612595,-0.021326925605535507,0.37475345167652857,29,10,30,29
0.955949068069458,0.0483085997402668,0.9882271468144044,27,11,0,27
0.8521178364753723,0.041476745158433914,0.9903047091412742,22,16,0,22
0.819668173789978,0.08926522731781006,0.960555149744339,23,14,0,23
0.8477920293807983,0.17104275524616241,0.8977355734112491,21,16,2,21
0.9904516339302063,-0.05986220762133598,1.0,28,9,0,28
0.9291141033172607,-0.09793161600828171,1.0,34,4,0,34
0.9783603549003601,-0.014049374498426914,0.997229916897507,33,5,0,33
0.564893901348114,0.05559217184782028,0.8365650969529087,27,11,5,27
0.49574270844459534,-0.09616351872682571,0.8645627876397107,24,15,1,24
0.8479695320129395,0.03873865678906441,0.9903047091412742,27,11,0,27
0.7980613708496094,0.1386859267950058,0.9044321329639888,24,14,0,24
0.6281843185424805,0.0475071519613266,0.8540433925049309,25,14,2,25
0.6051185131072998,0.17906901240348816,0.7918367346938776,17,18,7,17
0.939411461353302,0.0020298780873417854,0.9817384952520087,27,10,0,27
0.7709253430366516,-0.035825446248054504,0.9795471146822499,27,10,0,27
0.389072984457016,0.06842491775751114,0.7008310249307479,26,12,14,26
0.7724456191062927,-0.038490813225507736,0.9901380670611439,22,17,0,22
0.6857408285140991,-0.18375465273857117,0.9447731755424064,32,7,1,32
0.8999707102775574,0.08353672921657562,0.9744338933528123,27,10,1,27
0.8115273714065552,-0.03151358664035797,0.9894806048652203,30,9,0,30
0.6659380197525024,0.05438113957643509,0.9065010956902848,22,15,0,22
0.9871145486831665,-0.05713524669408798,1.0,31,6,0,31
0.9805665016174316,0.010770918801426888,0.9986149584487535,27,11,0,27
0.45598798990249634,0.05857693776488304,0.851716581446311,27,10,14,27
0.9764091968536377,-0.04406264051795006,1.0,32,4,0,32
0.5797567963600159,-0.02479569986462593,0.9027777777777777,29,7,11,29
0.8228217959403992,0.05613311752676964,0.9529320987654322,18,18,0,18
0.8197042942047119,0.07651931792497635,0.9313367421475529,21,16,0,21
0.8924757242202759,0.0669579729437828,0.94125,28,12,0,28
0.9367719292640686,-0.030616600066423416,0.9951020408163265,28,7,0,28
0.5565303564071655,0.07894080877304077,0.8919667590027701,18,20,1,18
0.9830200672149658,-0.058495860546827316,0.9958448753462604,32,6,0,32
0.8752518892288208,0.05421633645892143,0.9775,29,11,1,29
0.9843044281005859,-0.0018646776443347335,1.0,33,7,0,33
0.8265003561973572,0.11528939753770828,0.9335963182117029,21,18,0,21
0.985676109790802,-0.11185475438833237,1.0,33,3,0,33
0.8930683135986328,0.0453445203602314,0.9792243767313019,23,15,0,23
0.6095721125602722,0.22270245850086212,0.7645429362880884,18,20,5,18
0.26357871294021606,0.008757630363106728,0.8123268698060943,31,7,20,31
0.930453360080719,0.01369737833738327,0.9792243767313019,30,8,0,30
0.43186017870903015,-0.00459674559533596,0.6666666666666666,27,12,17,27
0.9768897294998169,-0.06713921576738358,0.9817384952520087,34,3,0,34
0.9915569424629211,-0.057168714702129364,1.0,34,4,0,34
0.7621352672576904,-0.2024645358324051,0.9945987654320987,33,3,0,33
0.9819042682647705,-0.05135171860456467,1.0,34,4,0,34
0.2879951000213623,0.07063346356153488,0.5306250000000001,26,14,22,26
0.7517522573471069,-0.16845202445983887,0.9839298758217676,31,6,0,31
0.5111603140830994,0.0659097358584404,0.8500000000000001,27,13,15,27
0.7163688540458679,-0.18772971630096436,0.9542857142857143,31,4,0,31
0.8281041383743286,0.12597627937793732,0.9397506925207756,26,12,2,26
0.641185998916626,-0.10049206763505936,0.9174382716049383,26,10,0,26
0.9756076335906982,-0.0467420369386673,0.9847645429362881,33,5,0,33
0.6603372693061829,0.10872478783130646,0.880999342537804,17,22,0,17
0.6143900752067566,0.16162274777889252,0.7869822485207101,25,14,9,25
0.498832643032074,0.03249785676598549,0.8984660336011687,15,22,0,15
0.9089421629905701,0.17072325944900513,0.9875346260387812,18,20,0,18
0.7244402766227722,0.26409295201301575,0.842797783933518,17,21,2,17
0.971045196056366,-0.10564833134412766,0.9961419753086419,32,4,0,32
0.9684473276138306,-0.07368245720863342,1.0,36,2,0,36
0.7121351957321167,0.06911167502403259,0.8547008547008548,26,13,4,26
