0,1,2,3,4,5,6,7
1.0,3.1177599999999996,3.6385300000000003,0.0,-3.8181,0.12424400000000001,-0.18094200000000002,0.0
1.0,14.7587,12.419,0.0,-3.26031,0.08033910000000001,-0.346866,0.0
1.0,17.7201,8.17543,0.0,-4.12016,0.38249299999999997,-0.00216211,0.0
1.0,13.9845,1.97422,0.0,-3.35313,-0.220546,0.0741589,0.0
1.0,8.811819999999999,2.96138,0.0,-3.45205,-0.23268699999999998,-0.733332,0.0
1.0,8.57294,1.9019599999999999,0.0,-3.8956800000000005,-0.0366817,0.28968299999999997,0.0
1.0,6.92835,3.43119,0.0,-3.44486,0.5514939999999999,-0.22125999999999998,0.0
1.0,6.8307899999999995,1.27163,0.0,-4.22964,0.263963,0.802485,0.0
1.0,10.7963,3.9952,0.0,-3.9875800000000003,0.411419,0.609847,0.0
1.0,19.4441,11.2199,0.0,-4.16646,-1.03512,-0.162922,0.0
1.0,11.6088,14.7362,0.0,-3.95706,-0.589313,0.16708699999999999,0.0
1.0,10.297,2.4288,0.0,-3.4107300000000005,0.173983,-0.7951189999999999,0.0
1.0,1.8170099999999998,17.8816,0.0,-3.93338,-0.29053,0.114613,0.0
2.0,8.75234,19.2748,0.0,-3.48285,0.25990100000000005,0.182178,0.0
2.0,18.5285,5.45111,0.0,-3.1320799999999998,-0.0750844,0.188315,0.0
2.0,16.1598,17.1436,0.0,-3.21135,0.296532,-0.266565,0.0
2.0,14.1929,11.7652,0.0,-3.4956,-0.694966,-0.089527,0.0
2.0,15.3243,7.68305,0.0,-3.8196199999999996,-0.40866199999999997,-0.010374799999999998,0.0
2.0,18.4068,9.880980000000001,0.0,-3.85691,0.17936,0.528316,0.0
2.0,10.1357,7.589110000000001,0.0,-3.51145,0.292004,-0.394418,0.0
1.0,7.833360000000001,10.1508,0.0,-3.67171,1.1670200000000002,0.404918,0.0
1.0,15.3842,16.811,0.0,-4.4025,0.547794,0.00319257,0.0
1.0,2.72695,0.960664,0.0,-3.7888,0.645734,-0.393784,0.0
1.0,8.178339999999999,15.1687,0.0,-3.35964,0.042194999999999996,-0.20435899999999999,0.0
1.0,17.6263,2.8626400000000003,0.0,-4.25024,-0.577102,0.27164299999999997,0.0
1.0,18.8336,18.5027,0.0,-4.3384599999999995,0.5231640000000001,-0.448014,0.0
1.0,0.932033,19.486,0.0,-4.59699,-0.470053,-0.465912,0.0
1.0,8.22609,7.4238,0.0,-4.593319999999999,0.42950299999999997,-0.23357199999999997,0.0
1.0,19.2379,10.1123,0.0,-3.3153900000000003,-0.5243260000000001,-0.066551,0.0
1.0,12.6187,3.60621,0.0,-4.0493,-0.704696,-0.237537,0.0
1.0,1.32091,6.772410000000001,0.0,-2.68788,0.234594,-0.620476,0.0
1.0,12.7984,17.1171,0.0,-4.187530000000001,-1.21529,0.11528,0.0
1.0,13.9432,5.73893,0.0,-3.08731,0.359021,0.12875599999999998,0.0
2.0,17.1801,11.0362,0.0,-3.09707,0.0752645,-0.193079,0.0
2.0,2.81595,6.36779,0.0,-3.6727800000000004,0.185912,0.363336,0.0
2.0,8.5198,4.67595,0.0,-3.4121099999999998,0.10374100000000001,-0.398418,0.0
2.0,13.1199,1.6667,0.0,-3.9271599999999998,0.144362,-0.8365600000000001,0.0
2.0,20.1146,7.62625,0.0,-3.72905,0.376792,0.256873,0.0
2.0,13.1806,0.23873200000000003,0.0,-3.37955,-0.6519189999999999,-0.0911211,0.0
2.0,14.6413,10.4441,0.0,-3.7555400000000003,0.287323,-0.980491,0.0
1.0,5.1154,10.3099,0.0,-3.64425,-0.0938024,-0.586138,0.0
1.0,10.2228,14.5092,0.0,-4.3693800000000005,-0.00594502,0.227621,0.0
1.0,9.95373,11.7526,0.0,-4.41172,-0.5798369999999999,-0.127584,0.0
1.0,6.2725,17.1406,0.0,-3.06526,0.910537,-0.9375700000000001,0.0
1.0,9.05541,20.1282,0.0,-4.729830000000001,-0.122457,0.223733,0.0
1.0,11.6133,3.3463,0.0,-3.64126,-0.9378200000000001,-0.122721,0.0
1.0,15.883,8.39354,0.0,-3.38535,1.1337700000000002,0.00102863,0.0
1.0,1.34235,4.39971,0.0,-4.26734,-0.7280770000000001,-0.0237991,0.0
1.0,5.166580000000001,3.7261900000000003,0.0,-2.90278,0.50947,0.270443,0.0
1.0,0.764178,11.0735,0.0,-4.4074800000000005,-0.180476,-0.153862,0.0
1.0,17.0404,0.22619899999999998,0.0,-3.89491,0.530305,1.00274,0.0
1.0,11.200999999999999,16.3677,0.0,-3.9401900000000003,-0.239465,0.27179699999999996,0.0
1.0,12.068,7.503939999999999,0.0,-3.80255,-0.293931,-0.265945,0.0
2.0,8.79981,16.5077,0.0,-2.89493,-0.709097,0.204438,0.0
2.0,15.9851,3.6882599999999996,0.0,-3.5538199999999995,0.460133,0.504125,0.0
2.0,14.3862,0.42785200000000007,0.0,-3.5683300000000004,0.010309899999999999,-0.702272,0.0
2.0,19.9922,16.8022,0.0,-3.65479,-0.39162399999999997,-0.400032,0.0
2.0,17.283,12.3444,0.0,-3.47349,0.250998,-0.0487233,0.0
2.0,18.6006,8.20305,0.0,-3.11788,-0.0344334,0.131353,0.0
2.0,16.7928,1.0227899999999999,0.0,-3.0373099999999997,0.322999,0.355697,0.0
1.0,7.99622,3.76914,0.0,-3.4148400000000003,0.330944,0.192875,0.0
1.0,3.30905,7.17828,0.0,-3.5157599999999998,-0.5150140000000001,0.07245069999999999,0.0
1.0,13.8939,20.104,0.0,-4.764869999999999,0.233017,-0.553671,0.0
1.0,5.171469999999999,13.9451,0.0,-2.9716099999999996,-0.374591,-0.0874401,0.0
1.0,0.618895,2.8073799999999998,0.0,-3.16488,-0.43983,0.704256,0.0
1.0,2.01266,3.5629699999999995,0.0,-3.64019,0.234843,-1.03704,0.0
1.0,4.73519,9.292639999999999,0.0,-4.51668,-0.280657,0.22571100000000002,0.0
1.0,18.5878,14.3042,0.0,-3.76781,0.0965369,-0.252922,0.0
1.0,20.3967,5.67865,0.0,-3.95395,-0.941408,-0.41688100000000006,0.0
1.0,3.9442800000000005,5.1672,0.0,-3.0569900000000003,0.0525648,0.5122359999999999,0.0
1.0,2.5482099999999996,16.9647,0.0,-4.3442300000000005,0.244916,0.277379,0.0
1.0,1.98827,15.2359,0.0,-4.00868,0.5118560000000001,0.433507,0.0
1.0,2.39845,14.2649,0.0,-3.97305,-0.613671,0.06652330000000001,0.0
2.0,11.1825,0.26619299999999996,0.0,-3.52145,0.209087,0.39825,0.0
2.0,11.4237,11.1396,0.0,-3.3031,-0.22046300000000002,0.556944,0.0
2.0,15.1631,14.2553,0.0,-3.11164,-0.158639,-0.192129,0.0
2.0,4.46264,18.9769,0.0,-3.00021,0.381222,0.166661,0.0
2.0,10.8253,18.2695,0.0,-3.19148,0.359896,-0.159372,0.0
2.0,5.10275,2.8435900000000003,0.0,-3.12153,-0.00735027,-0.22077199999999997,0.0
2.0,20.3073,11.1531,0.0,-3.15963,0.19075999999999999,0.239292,0.0
1.0,0.864244,18.3586,0.0,-4.3602,0.731549,0.06459640000000001,0.0
1.0,1.13599,15.8364,0.0,-3.72601,0.0287339,0.0789937,0.0
1.0,17.2485,15.3672,0.0,-4.121090000000001,0.141076,-0.453813,0.0
1.0,3.5718699999999997,17.4176,0.0,-4.314830000000001,0.268536,0.0835117,0.0
1.0,14.3731,14.6022,0.0,-3.76375,0.0352028,0.283572,0.0
1.0,4.7111,0.43454799999999993,0.0,-3.7437199999999997,0.163775,-0.040669,0.0
1.0,5.71437,0.85325,0.0,-4.7868900000000005,-1.2762200000000001,-0.49015,0.0
1.0,20.0297,14.8701,0.0,-3.6621300000000003,-0.026697199999999997,-0.07123860000000001,0.0
1.0,5.193569999999999,16.6661,0.0,-3.82286,0.0510267,-0.474893,0.0
1.0,20.1056,4.65413,0.0,-3.21463,0.8461850000000001,0.314255,0.0
1.0,11.7004,9.21599,0.0,-3.7393099999999997,0.42730799999999997,-0.451322,0.0
1.0,18.7064,6.26831,0.0,-4.08515,-0.567979,0.511588,0.0
1.0,20.3033,12.0043,0.0,-3.70842,0.322854,1.0680399999999999,0.0
2.0,17.6003,2.00734,0.0,-3.32475,0.23516900000000002,-0.308147,0.0
2.0,16.6934,13.7056,0.0,-3.6406,-0.441478,0.011695299999999999,0.0
2.0,1.55908,7.60474,0.0,-3.79115,-0.22099699999999997,-0.510648,0.0
2.0,2.2467099999999998,9.036810000000001,0.0,-3.25279,-0.24228000000000002,0.312846,0.0
2.0,3.3079199999999997,16.6082,0.0,-3.1303400000000003,0.5906399999999999,0.9309569999999999,0.0
2.0,13.3789,5.12106,0.0,-3.4483699999999997,0.13892000000000002,0.208885,0.0
2.0,5.9572,16.2765,0.0,-3.20472,0.184802,0.6462100000000001,0.0
1.0,20.2119,2.1532400000000003,0.0,-3.4513599999999998,-0.484073,-0.47506899999999996,0.0
1.0,6.69188,6.20874,0.0,-2.9987,0.349174,0.420887,0.0
1.0,14.9608,9.53913,0.0,-3.72975,-0.375444,0.781993,0.0
1.0,17.5357,10.2814,0.0,-3.3189,-0.357124,-0.693134,0.0
1.0,3.77771,19.4875,0.0,-4.187209999999999,-0.00408912,-0.0187628,0.0
1.0,0.726161,14.7832,0.0,-3.88984,0.290914,0.112173,0.0
1.0,4.45233,11.1642,0.0,-4.18296,0.0518264,-0.063194,0.0
1.0,12.8954,10.1852,0.0,-3.70181,-0.23115500000000003,-0.386327,0.0
1.0,0.6547649999999999,7.53848,0.0,-3.16305,-0.30435100000000004,0.500259,0.0
1.0,12.558,15.2264,0.0,-4.30186,0.457938,0.00017125299999999998,0.0
1.0,11.0286,11.9297,0.0,-4.26018,0.11150999999999998,-0.5974970000000001,0.0
1.0,9.4753,16.9815,0.0,-3.5706900000000004,0.693938,-0.07468630000000001,0.0
1.0,13.3719,8.95942,0.0,-3.8139199999999995,-0.24336799999999997,0.0122509,0.0
2.0,6.96705,10.0437,0.0,-3.8023300000000004,-0.6775909999999999,-0.013566499999999999,0.0
2.0,2.9776,13.6129,0.0,-3.5264,-0.181329,0.279438,0.0
2.0,3.5975099999999998,11.5249,0.0,-3.50625,0.0689932,0.197384,0.0
2.0,4.02602,20.3796,0.0,-3.42242,-0.26421100000000003,0.6721239999999999,0.0
2.0,6.96812,13.8147,0.0,-2.8894599999999997,-0.202036,-0.0484902,0.0
2.0,19.6333,6.28974,0.0,-3.8646199999999995,-0.530198,0.198027,0.0
2.0,13.0398,16.0032,0.0,-3.09298,-0.23374499999999998,0.12950799999999998,0.0
1.0,8.45795,12.6962,0.0,-3.4850800000000004,0.48545,-0.400997,0.0
1.0,2.66656,9.858039999999999,0.0,-4.05235,-0.161737,-0.0379201,0.0
1.0,14.3816,7.388669999999999,0.0,-4.074,0.09140889999999999,0.180555,0.0
1.0,3.3231300000000004,2.5779400000000003,0.0,-3.4286300000000005,-0.612531,0.0945385,0.0
1.0,4.6585,14.8078,0.0,-3.81296,-0.180068,0.274258,0.0
1.0,10.0627,16.1415,0.0,-3.76775,-0.0320332,0.6379819999999999,0.0
1.0,5.480180000000001,15.5485,0.0,-4.23568,0.283479,-0.368975,0.0
1.0,7.1738800000000005,10.9228,0.0,-4.1855199999999995,-0.0645246,-0.121427,0.0
1.0,16.2027,4.53683,0.0,-4.29217,-0.297009,0.29490700000000003,0.0
1.0,12.2306,16.2313,0.0,-3.8622400000000003,-0.11511600000000001,0.14499,0.0
1.0,0.45540200000000003,16.6422,0.0,-4.067819999999999,0.586942,-0.21680500000000003,0.0
1.0,6.22931,20.099,0.0,-4.41075,0.146097,-0.23409499999999997,0.0
1.0,17.2752,7.162160000000001,0.0,-3.5334800000000004,-0.505288,0.195466,0.0
2.0,16.1452,0.120858,0.0,-3.6202300000000003,0.173953,0.404026,0.0
2.0,16.8837,5.33866,0.0,-3.40786,0.127422,0.163888,0.0
2.0,14.3061,3.90326,0.0,-3.61531,0.23629299999999998,-1.2017200000000001,0.0
2.0,12.9549,12.6182,0.0,-2.94434,-0.171663,-0.37813,0.0
2.0,5.66898,14.697000000000001,0.0,-3.4384900000000003,-0.0270454,0.664877,0.0
2.0,0.81085,11.9785,0.0,-3.68001,-0.396899,-0.60182,0.0
2.0,11.2316,12.9033,0.0,-3.1964,0.82144,0.345528,0.0
