Pos_Score,Neg_Score,ROC_Score,Conf_00,Conf_01,Conf_10,Conf_11
0.43178030848503113,-0.000944555620662868,0.8597516435354273,19,18,4,19
0.8562566637992859,-0.09748542308807373,0.9951523545706371,31,7,0,31
0.9095382690429688,0.1376040279865265,0.9624999999999999,26,14,1,26
0.9177122116088867,-0.1601940244436264,0.9583333333333333,33,3,2,33
0.84619140625,0.06957932561635971,0.9184746877054569,29,10,1,29
0.7543282508850098,0.10491545498371124,0.8685171658144631,25,12,3,25
0.7947777509689331,0.2791464030742645,0.8487654320987654,17,19,1,17
0.3512762188911438,0.26423949003219604,0.620625,19,21,11,19
0.8914212584495544,0.02791326493024826,0.9824689554419284,24,13,0,24
0.4151332676410675,0.12575525045394897,0.7407407407407408,21,15,8,21
0.8641311526298523,-0.07796204835176468,0.997229916897507,29,9,0,29
0.865587055683136,0.010613136924803257,0.9335180055401663,27,11,1,27
0.8747105002403259,0.013015727512538433,0.9663988312636962,29,8,1,29
0.6836205720901489,0.08808455616235733,0.8767313019390582,26,12,9,26
0.908089280128479,-0.08952727913856506,0.98875,36,4,0,36
0.8025091290473938,0.03432513028383255,0.9522160664819945,26,12,0,26
0.7142450213432312,-0.04188833758234978,0.9923822714681441,26,12,0,26
0.9114203453063965,0.013954070396721363,0.9853907962016071,31,6,0,31
0.9145894646644592,0.17869237065315247,0.9525200876552228,23,14,0,23
0.6267792582511902,0.06444242596626282,0.9058641975308642,16,20,1,16
0.7481818795204163,0.028146449476480484,0.9388560157790927,21,18,0,21
0.7739661335945129,-0.03879695385694504,0.9730612244897959,25,10,0,25
0.4118242859840393,-0.019365131855010986,0.9637345679012346,32,4,2,32
0.8976149559020996,-0.03203520178794861,0.99,35,5,0,35
0.9940765500068665,-0.1379069834947586,1.0,33,5,0,33
0.7153110504150391,0.00676851999014616,0.8717948717948718,23,16,5,23
0.5468848347663879,0.11584146320819855,0.8113083497698883,23,16,6,23
0.573821485042572,-0.010171458125114441,0.8476454293628809,19,19,0,19
0.6819806694984436,0.1918555498123169,0.8393351800554016,21,17,4,21
0.9623085856437683,-0.09917871654033661,1.0,30,6,0,30
0.6032949686050415,0.12075832486152649,0.9013878743608473,23,14,5,23
0.8550425171852112,0.06451638042926788,0.9542936288088643,19,19,1,19
0.9482229948043823,-0.06833868473768234,0.9993425378040762,34,5,0,34
0.7977300882339478,0.14400562644004822,0.9376731301939059,24,14,0,24
0.6763566732406616,0.16827982664108276,0.733382030679328,20,17,6,20
0.8317446112632751,0.11833993345499039,0.9506920415224913,24,10,0,24
0.8320779204368591,-0.026943134143948555,0.9298758217677137,25,12,5,25
0.40798071026802063,0.08660033345222473,0.8231426692965155,28,11,17,28
0.2774905264377594,-0.0028725408483296633,0.5734072022160664,26,12,22,26
0.8827525973320007,0.05625176429748535,0.9956172388604821,18,19,0,18
0.9185699224472046,0.03894250839948654,0.9751643535427319,28,9,0,28
0.8867136836051941,-0.023363804444670677,0.9927679158448389,26,13,0,26
0.7121235132217407,-0.0837334617972374,0.9963476990504017,23,14,0,23
0.9319934248924255,-0.06208956614136696,0.9941563184806428,34,3,1,34
0.48418036103248596,0.10580684244632721,0.8080210387902694,25,14,11,25
0.9534071087837219,-0.047212958335876465,0.9956172388604821,30,7,0,30
0.893787145614624,0.016679616644978523,0.9843893480257117,28,5,0,28
