Pos_Score,Neg_Score,ROC_Score,Conf_00,Conf_01,Conf_10,Conf_11
0.26748692989349365,-0.019794145599007607,0.8330046022353714,21,18,8,21
0.8589345812797546,-0.06498422473669052,0.9983673469387755,27,8,0,27
0.9012130498886108,0.08887046575546265,0.953125,29,11,0,29
0.8749072551727295,-0.08581267297267914,0.9414858645627876,31,8,3,31
0.8305521011352539,0.16585172712802887,0.8882395909422937,22,15,0,22
0.8429438471794128,0.12430068850517273,0.8780131482834185,24,13,2,24
0.7842941880226135,0.2377540022134781,0.8155102040816327,19,16,0,19
0.41836920380592346,0.20810595154762268,0.6816608996539792,16,18,8,16
0.9601994156837463,-0.07555601000785828,0.9953977646285338,34,5,0,34
0.43799859285354614,0.19570407271385193,0.7173119065010958,20,17,9,20
0.8128028512001038,-0.025214388966560364,0.9776462853385931,24,15,0,24
0.9228520393371582,0.13430282473564148,0.9293628808864266,26,12,1,26
0.9722551703453064,0.056441158056259155,0.9839298758217676,24,13,0,24
0.5695786476135254,0.11509706825017929,0.806786703601108,28,10,14,28
0.939587414264679,0.01382578257471323,0.9722448979591836,29,6,0,29
0.7581149935722351,0.0009782763663679361,0.9513477975016437,23,16,1,23
0.7989898324012756,-0.009743263944983482,0.9868507560815253,29,10,0,29
0.8996984362602234,0.0020497424993664026,0.9771468144044321,31,7,0,31
0.7884633541107178,0.16165949404239655,0.9106648199445984,24,14,1,24
0.6836711764335632,0.017429916188120842,0.943754565376187,20,17,2,20
0.7401597499847412,-0.004305916838347912,0.9618671926364234,21,18,0,21
0.8589349985122681,0.09241966903209686,0.9831994156318481,18,19,0,18
0.514721691608429,-0.011764418333768845,0.9544753086419753,25,11,2,25
0.9328437447547913,0.006680563557893038,0.9934253780407626,32,7,0,32
0.9985792636871338,-0.12141711264848709,1.0,33,4,0,33
0.6489952206611633,0.028670746833086014,0.8914285714285715,22,13,2,22
0.6911382675170898,0.06962419301271439,0.877282688093499,28,9,5,28
0.5514076352119446,-0.13294102251529694,0.8987508218277449,28,11,2,28
0.6740694046020508,0.1559695601463318,0.8295847750865052,20,14,4,20
0.9846380352973938,-0.07492415606975555,0.999375,36,4,0,36
0.4327003061771393,0.07858393341302872,0.7675,27,13,12,27
0.9085458517074585,0.09705886989831924,0.9632963988919667,20,18,0,20
0.9112477898597717,-0.06493384391069412,0.9926953981008035,34,3,0,34
0.8117064237594604,0.1362171471118927,0.9737015121630507,23,16,0,23
0.7616004347801208,0.22387564182281494,0.8296398891966759,17,21,5,17
0.8503913879394531,0.13062526285648346,0.939453125,20,12,0,20
0.6473628282546997,-0.09316680580377579,0.8281249999999999,33,7,10,33
0.28646475076675415,0.016742883250117302,0.7551020408163265,27,8,19,27
0.34751805663108826,0.05905354395508766,0.5836376917457998,25,12,18,25
0.8344858884811401,0.03235260397195816,0.9840720221606648,21,17,0,21
0.9049341082572937,0.2667403221130371,0.9272853185595569,20,18,0,20
0.7923609614372253,0.018960854038596153,0.9763313609467456,23,16,0,23
0.7367165684700012,-0.08120668679475784,0.9729916897506925,22,16,0,22
0.9429452419281006,-0.049537502229213715,0.9912344777209642,32,5,1,32
0.3402917981147766,0.11177182197570801,0.6634349030470914,23,15,20,23
0.9773234128952026,-0.0736684650182724,0.9980276134122288,34,5,0,34
0.9304864406585693,0.10794424265623093,0.9868507560815254,28,11,0,28
0.41767504811286926,0.03485047072172165,0.8282548476454293,27,11,10,27
0.48138001561164856,0.12814833223819733,0.8652202498356345,14,25,0,14
0.4308350682258606,0.1071295216679573,0.6783673469387755,20,15,11,20
0.693308413028717,0.09115853160619736,0.7801314828341855,23,14,9,23
0.9172991514205933,0.03710918873548508,0.9969135802469136,23,13,0,23
0.846735954284668,-0.02019728533923626,0.9881656804733727,31,8,0,31
0.9696033596992493,-0.028598038479685783,0.9985390796201608,33,4,0,33
0.9592477083206177,-0.11772645264863968,0.9934258582907232,32,5,0,32
0.5023743510246277,-0.03663389012217522,0.7113740959894806,31,8,15,31
0.16810724139213562,0.1279505342245102,0.6198060941828255,19,19,12,19
0.7859934568405151,0.08647455275058746,0.9584487534626038,16,22,0,16
0.7312532663345337,0.06192335858941078,0.9050925925925926,28,8,6,28
0.9063635468482971,-0.050523243844509125,0.9570637119113573,29,9,3,29
0.7775371074676514,0.21544881165027618,0.8469529085872576,20,18,1,20
0.7516077756881714,0.16572138667106628,0.8656509695290858,23,15,1,23
0.17472048103809357,0.011285311542451382,0.45360110803324094,23,15,19,23
0.9682981967926025,-0.08622127771377563,1.0,34,5,0,34
0.3309759497642517,0.0038964038249105215,0.8552631578947368,17,21,1,17
0.43784764409065247,0.02778269723057747,0.8648648648648649,28,9,5,28
0.8180019855499268,0.15577471256256104,0.9182825484764543,23,15,1,23
0.6049724221229553,0.03126196190714836,0.8750821827744903,21,18,4,21
0.4171932637691498,0.023210197687149048,0.8780864197530864,29,7,19,29
0.2513909339904785,0.051443912088871,0.6168750000000001,17,23,14,17
0.9383926391601562,0.04406731575727463,0.971606648199446,23,15,1,23
0.8056738972663879,-0.007279096636921167,0.9182825484764544,26,12,3,26
0.9876720905303955,0.04330451413989067,1.0,25,13,0,25
0.32321450114250183,0.04221026599407196,0.725180802103879,23,16,17,23
0.6960198879241943,-0.04233112558722496,0.895625,31,9,1,31
0.8760612607002258,-0.07761672139167786,0.9986850756081526,29,10,0,29
0.7113149762153625,0.03110630065202713,0.9105851413543722,30,9,4,30
0.8211727738380432,0.11373718082904816,0.9522160664819945,24,14,1,24
0.5360391736030579,0.25783777236938477,0.6911357340720221,19,19,9,19
